year,institution,csranking,ranking
2019,Max-Planck Institute,-1,-1
2019,Baylor College of Medicine,-1,-1
2019,Swisscom,-1,-1
2019,University of Lille,-1,468
2019,"Institute for Infocomm Research, A*STAR",-1,-1
2019,Tel Aviv University,37,217
2019,University of Nottingham,228,146
2019,Massachusetts Institute of Technology,2,5
2019,University of Tuebingen,153,94
2019,ZI Mannheim,-1,-1
2019,Leuphana University of Lüneburg,-1,-1
2019,Cyprus University of Technology,261,354
2019,DeepMind,-1,-1
2019,Apple,-1,-1
2019,Horizon Robotics,-1,-1
2019,University of Freiburg,123,82
2019,University of Oxford,50,1
2019,California Institute of Technology,140,3
2019,Heriot-Watt University,261,363
2019,Singapore University of Technology and Design,-1,-1
2019,Rochester Institute of Technology,123,666
2019,Rensselaer Polytechnic Institute,169,304
2019,University of Florence,-1,489
2019,Gothenburg University,-1,-1
2019,Instituto Federal do Espirito Santo,-1,-1
2019,Indian Institute of Technology Madras,-1,625
2019,KAIST,20,95
2019,"Centre for Integrative Neuroscience, AG Bethge",-1,-1
2019,HEC Montréal,-1,-1
2019,University of Exeter,386,130
2019,Imperial College London,72,8
2019,Snap Inc.,-1,-1
2019,Lawrence Berkeley National Lab,-1,-1
2019,Antfin,-1,-1
2019,Renaissance School of Medicine at Stony Brook University,41,258
2019,CentraleSupelec,-1,452
2019,South China University of Technology,-1,576
2019,Columbia University,15,14
2019,"Institute of High Performance Computing, Singapore, A*STAR",-1,-1
2019,Clarkson University,-1,-1
2019,"University of California, Riverside",57,197
2019,Stanford University,4,3
2019,CEA,228,811
2019,UCL,261,16
2019,Toyota Research Institute,-1,-1
2019,The University of Waikato,314,393
2019,Huan-zhang,-1,-1
2019,Nagoya Institute of Technology,-1,880
2019,Télécom ParisTech,-1,-1
2019,Beijing jiaotong univercity,-1,854
2019,webank,-1,-1
2019,GREYC,-1,-1
2019,Heidelberg University,199,45
2019,CSIRO,-1,-1
2019,"University of Massachusetts, Amherst",30,191
2019,RIKEN,-1,-1
2019,AITRICS,-1,-1
2019,International Computer Science Institute,-1,-1
2019,Institut de Recherche en Informatique de Toulouse,-1,-1
2019,Intel,-1,-1
2019,North Carolina State University,89,275
2019,Northeastern University,16,839
2019,Johannes Kepler University Linz,-1,-1
2019,University of Edinburgh,33,27
2019,Baylor University,-1,642
2019,Gmu,-1,-1
2019,University of Electronic Science and Technology of China,-1,843
2019,DataGrid Inc.,-1,-1
2019,University of Bern,386,105
2019,Czech Technical University in Prague,314,740
2019,Technion,25,327
2019,Mila - Quebec AI Institute,-1,-1
2019,Dongseo University,-1,-1
2019,"University of Texas, Austin",-1,-1
2019,Beijing Institute of Technology,-1,688
2019,Magic Leap,-1,-1
2019,University of Science and Technology of China,-1,132
2019,UC Santa Barbara,-1,-1
2019,Yeungnam University.,-1,749
2019,Alipay,-1,-1
2019,Flatiron Institute,-1,-1
2019,Megvii Technology Inc.,-1,-1
2019,Kyoto University,153,74
2019,Docomoinnovations,-1,-1
2019,Kakao,-1,-1
2019,KU Leuven,115,47
2019,Delft University of Technology,-1,63
2019,babylon health,-1,-1
2019,Singapore Management University,89,-1
2019,Shanghai Jiao Tong University,52,188
2019,University of Southern California,30,66
2019,University of Southampton,169,126
2019,Facebook,-1,-1
2019,"Computer Vision Center, Universitat Autònoma de Barcelona",-1,-1
2019,Harmdevries,-1,-1
2019,Indiana University,72,117
2019,Google,-1,-1
2019,Ardigen,-1,-1
2019,Victorzhong,-1,-1
2019,Rice University,85,86
2019,University of Lincoln,-1,757
2019,"University of California, Los Angeles",20,15
2019,Polytechnique Montreal,386,-1
2019,Criteo,-1,-1
2019,"Instituto de Telecomunicações, Portugal",-1,-1
2019,Santa Fe Institute,-1,-1
2019,Instituto Superior Técnico,-1,-1
2019,"State University of New York, Buffalo",-1,-1
2019,National University of Singapore,16,22
2019,Xi'an Jiaotong University,-1,565
2019,"University of California, San Diego",11,31
2019,University of Campinas,-1,441
2019,Ecole Polytechnique,-1,115
2019,The university of Warwick,-1,90
2019,"University of California, Davis",81,54
2019,Brown University,65,50
2019,Worcester Polytechnic Institute,169,-1
2019,University of Technology Sydney,106,216
2019,Tsinghua University,8,30
2019,Xidian University,-1,917
2019,ETIS,-1,-1
2019,Univeristé Paris-Dauphine,-1,-1
2019,UQAM,-1,-1
2019,Swiss Federal Institute of Technology,-1,-1
2019,Colorado School of Mines,169,268
2019,"Washington University, St. Louis",-1,-1
2019,Amazon Alexa AI,-1,-1
2019,Istituto Italiano di Tecnologia,-1,-1
2019,Medical College of Wisconsin,-1,-1
2019,Jp.ricoh,-1,-1
2019,126,-1,-1
2019,Saarland University,89,-1
2019,Los Alamos National Laboratory,-1,-1
2019,Texas A&M,44,160
2019,Ryerson University,314,-1
2019,Capital One Bank,-1,-1
2019,INRIA,-1,-1
2019,ENPC,-1,-1
2019,Ohio University,386,627
2019,Moscow Institute of Physics and Technology,-1,254
2019,Ghent University,-1,107
2019,Korea Advanced Institute of Science and Technology,-1,95
2019,LRI - Université Paris Sud,-1,-1
2019,Alan Turing Institute,-1,-1
2019,Naver Labs Europe,-1,-1
2019,Stevens Institute of Technology,153,512
2019,University of California - Irvine,35,99
2019,D-Wave Systems,-1,-1
2019,Dartmouth College,153,89
2019,Auburn University,386,652
2019,Hong Kong University of Science and Technology,-1,44
2019,Twentybn,-1,-1
2019,Australian National University,106,48
2019,University of British Columbia,36,34
2019,University of Liverpool,123,177
2019,University of Stuttgart,95,219
2019,University of Florida,123,143
2019,Tsinghua,8,30
2019,University of California Berkeley,5,18
2019,University of Luebeck,261,-1
2019,LINE,-1,382
2019,Northwestern University,44,20
2019,University of Chinese Academy of Sciences,62,-1
2019,Weizmann Institute,106,-1
2019,Prowler.io,-1,-1
2019,Humboldt Universität Berlin,-1,-1
2019,The Hong Kong University of Science and Technology,-1,44
2019,"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",-1,-1
2019,INESC-ID,-1,-1
2019,Petuum Inc.,-1,-1
2019,"The Institute of Statistical Mathematics, Japan",-1,-1
2019,Ircam Paris,-1,-1
2019,Dalhousie University,314,289
2019,Indian Institute of Technology Kharagpur,-1,506
2019,Beihang University,115,658
2019,Indian Institute of Science,-1,273
2019,"University of North Carolina, Chapel Hill",76,-1
2019,The University of Tokyo,54,45
2019,"Disney Research, Disney",-1,-1
2019,"Faculdade de Ciências, Universidade de Lisboa, Portugal",99,-1
2019,McGill University,85,42
2019,Higher School of Economics,-1,-1
2019,London School of Economics,-1,26
2019,Yokohama National University,-1,827
2019,Technicolor,-1,-1
2019,"State University of New York, Stony Brook",-1,-1
2019,"Department of Computer Science and Engineering, Yuan Ze University",-1,822
2019,Yonsei University,-1,231
2019,The University of Adelaide,123,134
2019,Lehigh University,261,533
2019,Indian Institute of Technology Bombay,-1,367
2019,Waseda University,261,642
2019,Harvard University,39,6
2019,Aix Marseille University,-1,297
2019,VMware Inc,-1,-1
2019,Opinheiro,-1,-1
2019,Pennsylvania State University,41,-1
2019,University of Oregon,199,267
2019,Icloud,-1,-1
2019,Chennai Mathematical Institute,-1,-1
2019,Target,-1,-1
2019,University of Tehran,-1,683
2019,"University of Washington, Seattle",6,25
2019,Chalmers University of Technology,-1,240
2019,"Data Lab, Volkswagen Group",-1,-1
2019,"University of Maryland, College Park",12,69
2019,"University of Nebraska, Lincoln",228,337
2019,University of Glasgow,169,80
2019,Ecole Normale Superieure de Rennes,99,-1
2019,Corp.netease,-1,-1
2019,"University of Texas, Dallas",-1,-1
2019,University of Michigan,8,21
2019,Uppsala University,153,86
2019,The City College of New York,-1,-1
2019,Facebook AI Research,-1,-1
2019,"Qualcomm Inc, QualComm",-1,-1
2019,Bytedance,-1,-1
2019,Nicklim,-1,-1
2019,SalesForce.com,-1,-1
2019,"Ecole Polytechnique, France",-1,-1
2019,Kakao Brain,-1,-1
2019,VISA,-1,-1
2019,Huawei Technologies Ltd.,-1,-1
2019,Karlsruhe Institute of Technology,153,133
2019,Zalando Research,-1,-1
2019,Universidade Federal de Minas Gerais,-1,-1
2019,Avignon University,-1,-1
2019,Synapse-fr,-1,-1
2019,"Indian Statistical Institute, Kolkata",-1,-1
2019,Waymo,-1,-1
2019,IDSIA,-1,-1
2019,Poznan University of Technology,-1,-1
2019,IIT Kanpur,123,-1
2019,TuSimple,-1,-1
2019,Ivalua Inc,-1,-1
2019,Universität Freiburg,-1,-1
2019,National Tsing Hua University,199,323
2019,Laval university,-1,265
2019,University of Rochester,106,153
2019,Electric-thought,-1,-1
2019,Zhejiang University,57,177
2019,University of Alberta,99,119
2019,Encoredtech,-1,-1
2019,JD AI Research,-1,-1
2019,Autodesk,-1,-1
2019,National Institute of Informatics,-1,-1
2019,Calculationconsulting,-1,-1
2019,"Faculty of Electrical Engineering and Computing, University of Zagreb",-1,894
2019,"University of Hawaii, Manoa",-1,-1
2019,"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",-1,123
2019,SUN YAT-SEN UNIVERSITY,-1,352
2019,University College London,50,-1
2019,"University of Arkansas, Little Rock",314,585
2019,ETAS GmbH,-1,-1
2019,University of Wyoming,386,-1
2019,Nankai University,-1,1049
2019,Alibaba Group,-1,-1
2019,LIP6,-1,-1
2019,University of Hamburg,228,207
2019,Università della Svizzera Italiana,153,-1
2019,Twitter,-1,-1
2019,Florida Institute of Technology,-1,750
2019,Fudan University,78,116
2019,NTT Communication Science Laboratories,-1,-1
2019,insitro,-1,-1
2019,Louiskirsch,-1,-1
2019,Samsung,-1,-1
2019,University of Zurich,140,136
2019,University of Chicago,48,9
2019,University of Genoa,-1,443
2019,NVIDIA,-1,-1
2019,Karl-Franzens University Graz,-1,-1
2019,NTT,199,-1
2019,University of Houston,169,330
2019,NEC,-1,324
2019,Hebrew University of Jerusalem,65,205
2019,QCRI,228,-1
2019,Nokia Bell Labs,-1,-1
2019,"City, University of London",314,373
2019,Vanderbilt University,228,105
2019,Ecole Centrale Paris,-1,-1
2019,Politecnico di Torino,-1,-1
2019,SenseTime Group Limited,-1,-1
2019,Oath,-1,-1
2019,TU Dresden,169,155
2019,Thalesgroup,-1,-1
2019,"Bielefeld University, CITEC",314,288
2019,The Education University of Hong Kong,89,40
2019,University of Erlangen-Nuremberg,199,162
2019,SI Analytics,-1,-1
2019,Princeton University,30,7
2019,BenevolentAI,-1,-1
2019,"Department of Computer Science, University of Toronto",18,22
2019,Academia Sinica,-1,-1
2019,Toyota Technological Institute at Chicago,-1,-1
2019,Madiankhabsa,-1,-1
2019,"Preferred Networks, Inc.",-1,-1
2019,University of Waterloo,26,207
2019,Skolkovo Institute of Science and Technology,-1,-1
2019,Asml,-1,-1
2019,Peking University,24,27
2019,Baidu,-1,-1
2019,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",62,-1
2019,Allen Institute for Artificial Intelligence,-1,-1
2019,Polytechnic university of Valencia,-1,550
2019,Carlini,-1,-1
2019,Siemens Corporate Research,-1,-1
2019,SAP,314,300
2019,Mails.tsinghua,-1,-1
2019,NEC-Labs,-1,-1
2019,ENSTA ParisTech,-1,-1
2019,AIST,20,95
2019,"University of California, San Francisco",-1,-1
2019,ADSC,-1,-1
2019,Indian Institute of Technology Delhi,-1,529
2019,International Institute of Information Technology Hyderabad,-1,-1
2019,Allstate,-1,-1
2019,"University of Colorado, Boulder",44,100
2019,Autonomous University of Madrid,-1,388
2019,"University of Illinois, Urbana-Champaign",-1,-1
2019,Perimeter Institute,-1,-1
2019,New York University,26,27
2020,Hao-li,-1,-1
2020,Carnegie Mellon University,1,27
2020,"Trinity College, Dublin",-1,164
2020,Microsoft,-1,-1
2020,National Institute of Technology Warangal,-1,-1
2020,Jilin University,-1,952
2020,Swiss Federal Institute of Technology Lausanne,-1,-1
2020,Eindhoven University of Technology,-1,185
2020,Instagram,-1,-1
2020,POSTECH,118,146
2020,Bielefeld University,323,166
2020,HS Fulda,-1,-1
2020,Naspers,-1,-1
2020,Hanyang University,233,393
2020,Toronto University,-1,-1
2020,Honda Research Institute,-1,-1
2020,Prosus,-1,-1
2020,Syracuse University,233,292
2020,Sharif University of Technology,323,564
2020,"State University of New York, Albany",-1,350
2020,HRL,-1,15
2020,VinAI Research,-1,-1
2020,University of Potsdam,323,272
2020,University of Lorraine,-1,624
2020,National Taiwan University,86,120
2020,Fujitsu Laboratories Ltd.,-1,-1
2020,Idiap Research Institute,-1,-1
2020,TU Berlin,108,-1
2020,Universidad Nacional de Colombia,-1,-1
2020,TU Kaiserslautern,154,-1
2020,Boston University,67,61
2020,University of Bristol,128,87
2020,Iowa State University,172,399
2020,TU Dortmund University,233,354
2020,University of Surrey,205,260
2020,University of Toronto,18,18
2020,Pacific Northwest National Laboratory,-1,-1
2020,Facultad de Ingeniería,-1,-1
2020,Kyung Hee University,-1,319
2020,Sony Europe Ltd.,-1,-1
2020,Toshiba Corporation,-1,-1
2020,CNRS,-1,-1
2020,Yale University,64,8
2020,University of Virginia,59,107
2020,Korea University,323,179
2020,University of Manchester,266,55
2020,University of Belgrade,-1,-1
2020,The Chinese University of Hong Kong,59,35
2020,University of Goettingen,323,123
2020,KAUST,128,-1
2020,NNAISENSE,-1,-1
2020,Ecole polytechnique,-1,93
2020,University of Sheffield,205,117
2020,"University of California, Irvine",35,96
2020,Adobe Research,-1,-1
2020,OpenAI,-1,-1
2020,"University of Nevada, Reno",266,-1
2020,Addis Ababa University,-1,-1
2020,Fraunhofer IIS,-1,-1
2020,New Jersey Institute of Technology,-1,564
2020,Chinese Academy of Sciences,59,-1
2020,SAFRAN,-1,-1
2020,Duke University,47,20
2020,"University of Illinois, Chicago",-1,-1
2020,Uber,-1,-1
2020,College of William and Mary,154,-1
2020,Luleå University of Technology,-1,-1
2020,University of Cambridge,71,3
2020,Tokyo Institute of Technology,172,299
2020,Graz University of Technology,108,542
2020,University of Iowa,154,227
2020,University of Grenoble-Alpes,-1,-1
2020,University of Copenhagen,100,101
2020,Oregon State University,77,373
2020,Gmial,-1,-1
2020,Hyundai Mobis,-1,-1
2020,Gmai,-1,-1
2020,Wuhan University,266,354
2020,University of the Witwatersrand,-1,193
2020,Simon Fraser University,64,272
2020,Walmartlabs,-1,-1
2020,George Mason University,100,282
2020,University of St Gallen,-1,435
2020,Borealis AI,-1,-1
2020,Beijing University of Post and Telecommunication,-1,-1
2020,Bosch,-1,297
2020,University of Pennsylvania,19,11
2020,Bar Ilan University,95,513
2020,Technical University of Denmark,-1,182
2020,Keio University,390,692
2020,German Research Center for AI,-1,-1
2020,Malong Technologies,-1,-1
2020,Georgia Institute of Technology,13,38
2020,Université Paris Diderot,-1,-1
2020,SK T-Brain,-1,-1
2020,Hikvision Research Institute,-1,-1
2020,University of New Hampshire,266,-1
2020,CSIR,233,-1
2020,Free University of Berlin,-1,117
2020,Bogazici University,323,672
2020,Arm Research,-1,-1
2020,University of St. Gallen,-1,435
2020,Icentia,-1,-1
2020,Johns Hopkins University,73,12
2020,Technical University Munich,-1,-1
2020,University of Bremen,154,360
2020,University of Utah,50,219
2020,Foxmail,-1,-1
2020,Niantic Inc.,-1,-1
2020,Lawrence Livermore National Labs,-1,-1
2020,University of Siegen,323,570
2020,Verisk Analytics,-1,-1
2020,"KTH Royal Institute of Technology, Stockholm, Sweden",128,222
2020,Lahore University of Management Sciences,-1,932
2020,Universidad de Chile,323,-1
2020,University of Szeged,323,874
2020,Deshaw,-1,-1
2020,"Institue for Advanced Study, Princeton",-1,-1
2020,Tencent AI Lab,-1,-1
2020,International Business Machines,-1,-1
2020,University of Amsterdam,172,62
2020,Brandeis University,323,244
2020,University of Bonn,128,106
2020,Element AI,-1,-1
2020,Seoul National University,41,64
2020,Pazmany Peter catholic University,-1,-1
2020,Riverasaul,-1,-1
2020,University of Stirling,-1,350
2020,Aalto University,143,182
2020,University of Trento,18,307
2020,Jagiellonian University,-1,610
2020,Universiti Teknologi Malaysia,-1,674
2020,University of Vienna,205,134
2020,centrale lille,-1,-1
2020,"University of Minnesota, Minneapolis",59,79
2020,Pompeu Fabra University,-1,141
2020,University of Sydney,86,60
2020,"University of Newcastle, Australia",390,311
2020,Performancegenetics,-1,-1
2020,University of Central Florida,77,609
2020,UPSud/INRIA University Paris-Saclay,-1,-1
2020,Alfréd Rényi Institute of Mathematics,-1,-1
2020,"Geneva School of Business Administration, HES-SO University of Applied Sciences of Western Switzerland",-1,-1
2020,University of Pisa,233,366
2020,"Indiana University, Bloomington",73,134
2020,Centrum voor Wiskunde en Informatica,-1,-1
2020,Lund University,390,98
2020,Africa Nazarene University,-1,-1
2020,Harbin Institute of Technology,172,424
2020,"CNRS, Institut Mathematiques de Jussieu, Paris Diderot University",-1,-1
2020,Amazon,-1,-1
2020,MILA,-1,336
2020,Deakin University,-1,332
2020,Ronin Institute,-1,-1
2020,"University of Texas, Arlington",-1,-1
2020,Googel,-1,-1
2020,University of Montreal,128,85
2020,Boeing Korea Engineering and Technology Center,-1,-1
2020,Robust.AI,-1,-1
2020,Purdue University,27,88
2020,A*STAR,-1,-1
2020,mosaix.ai,-1,-1
2020,Unbabel,-1,-1
2020,Pingan (Shenzhen) Technology,-1,-1
2020,163,-1,-1
2020,The Hong Kong Polytechnic University,172,171
2020,Bayer Ag,-1,-1
2020,University of Rostock,390,-1
2020,University of California at Merced,-1,-1
2020,"University of Illinois, Urbana Champaign",-1,-1
2020,Ecole Normale Superieure,100,-1
2020,NAVER,-1,-1
2020,SRI International,-1,-1
2020,University of Washington,6,26
2020,IMT Atlantique,-1,393
2020,Scuola Normale Superiore,-1,152
2020,Nttdata,-1,-1
2020,University of Guelph,266,558
2020,Rutgers University,34,-1
2020,Cornell University,7,19
2020,University of Arizona,172,103
2020,Virginia Tech,79,-1
2020,Inception Institute of Artificial Intelligence,-1,-1
2020,ASAPP Inc,-1,-1
2020,RWTH Aachen University,95,98
2020,Universitat Pompeu Fabra,-1,-1
2020,Insight Centre for Data Analytics,-1,-1
2020,TU Darmstadt,64,-1
2020,Université Paris-Est,-1,-1
2020,MSKCC New York,-1,-1
2020,Carnegie-Mellon University,1,27
2020,Institut für Informatik,-1,-1
2020,Monash University,118,75
2020,Stefan-jeschke,-1,-1
2020,The University of Melbourne,118,32
2020,Imagia,-1,-1
2020,University of Victoria,172,449
2020,"ITU of Punjab Lahore, Pakistan",-1,-1
2020,Institute of Mathematics Polish Academy of Sciences,-1,-1
2020,Télécom Paris,-1,187
2020,Kings,-1,843
2020,Huazhong University of Science and Technology,-1,313
2020,Loughborough University,390,374
2020,CNRS/IMB,-1,-1
2020,Vector Institute,-1,-1
2020,University of Mannheim,233,157
2020,Mitsubishi Electric Research Labs,-1,-1
2020,Lynxi,-1,-1
2020,Arizona State University,95,155
2020,Birmingham University,-1,-1
2020,Hasso Plattner Institute,266,-1
2020,The University of Hong Kong,92,35
2020,University of Notre Dame,118,157
2020,CNRS university Toulon,-1,-1
2020,Alibaba Group and Ant Financial Services Group,-1,-1
2020,FX Palo Alto Laboratory,-1,-1
2020,Max-Planck Institute,-1,-1
2020,Baylor College of Medicine,-1,-1
2020,Swisscom,-1,-1
2020,Ericsson,-1,-1
2020,"Institute for Infocomm Research, A*STAR",-1,-1
2020,Tel Aviv University,35,188
2020,Massachusetts Institute of Technology,2,5
2020,"University of North Carolina, Charlotte",73,-1
2020,Leyantech,-1,-1
2020,Max Planck Institute MIS,-1,-1
2020,University of Tuebingen,154,91
2020,Yandex,-1,-1
2020,ZI Mannheim,-1,-1
2020,Tufts University,172,139
2020,Boston College,266,323
2020,Oculus,-1,-1
2020,Liamcli,-1,-1
2020,NCSOFT,-1,-1
2020,Apple,-1,-1
2020,Horizon Robotics,-1,-1
2020,University of Freiburg,118,85
2020,Telefonica Research,-1,-1
2020,University of Oxford,50,1
2020,Linköping University,-1,407
2020,Universitat Politècnica de Catalunya,-1,-1
2020,Allen Institute,-1,-1
2020,Barcelona Supercomputing Center,-1,-1
2020,California Institute of Technology,143,2
2020,Singapore University of Technology and Design,-1,-1
2020,Rochester Institute of Technology,128,843
2020,Rensselaer Polytechnic Institute,172,438
2020,University of Florence,-1,378
2020,University of Rhode Island,-1,584
2020,University of Queensland,205,66
2020,York University,172,416
2020,FiveAI,-1,-1
2020,University of Tartu,266,319
2020,Institut Supérieur de l'Aéronautique et de l'Espace,-1,-1
2020,Indian Institute of Technology Madras,-1,641
2020,ENS Paris-Saclay,-1,-1
2020,Temple University,205,311
2020,HEC Montréal,-1,-1
2020,"Centre for Integrative Neuroscience, AG Bethge",-1,-1
2020,KAIST,20,110
2020,University of Exeter,390,146
2020,Imperial College London,73,10
2020,Snap Inc.,-1,-1
2020,Lawrence Berkeley National Lab,-1,-1
2020,Yoctol,-1,-1
2020,Antfin,-1,-1
2020,University of Padua,-1,240
2020,Goethe University,233,305
2020,Renaissance School of Medicine at Stony Brook University,41,304
2020,CentraleSupelec,-1,534
2020,South China University of Technology,-1,501
2020,Columbia University,15,16
2020,"University of Geneva, Switzerland",-1,144
2020,"University of California, Riverside",59,249
2020,Stanford University,4,4
2020,CEA,233,1027
2020,"Nuro, Inc",-1,-1
2020,Toyota Research Institute,-1,-1
2020,Huan-zhang,-1,-1
2020,Nagoya Institute of Technology,-1,1157
2020,Dublin City University,-1,601
2020,Prostatecentre,-1,-1
2020,Télécom ParisTech,-1,187
2020,Beijing jiaotong univercity,-1,952
2020,webank,-1,-1
2020,Heidelberg University,205,44
2020,CSIRO,-1,-1
2020,"University of Massachusetts, Amherst",28,209
2020,University of Virginia Main Campus,59,107
2020,Icentia Inc.,-1,-1
2020,RIKEN,-1,-1
2020,Itemis AG,-1,-1
2020,AITRICS,-1,-1
2020,International Computer Science Institute,-1,-1
2020,Institut de Recherche en Informatique de Toulouse,-1,-1
2020,Addis Ababa Institute of Technology,-1,-1
2020,Oceandatalab,-1,-1
2020,Intel,-1,-1
2020,INSA de Lyon,-1,-1
2020,Sana Labs,-1,-1
2020,North Carolina State University,86,310
2020,Anyvision,-1,-1
2020,Northeastern University,16,906
2020,Johannes Kepler University Linz,-1,-1
2020,University of Edinburgh,33,30
2020,Panasonic Corporation,-1,-1
2020,University of Electronic Science and Technology of China,-1,628
2020,University of Salzburg,266,-1
2020,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",59,35
2020,University of Bern,390,113
2020,"Jilin University, China",-1,952
2020,"BITS Pilani, BITS Pilani",480,-1
2020,National Chiao Tung University,143,564
2020,Technion,26,412
2020,Mila - Quebec AI Institute,-1,-1
2020,Czech Technical University in Prague,323,956
2020,University of Ottawa,266,141
2020,"DiDi AI Labs, Didi Chuxing",-1,-1
2020,"University of Texas, Austin",-1,-1
2020,Radboud University Nijmegen,390,128
2020,Beijing Institute of Technology,-1,661
2020,General Motors,-1,-1
2020,University of Science and Technology of China,-1,80
2020,Unilever,-1,-1
2020,Sri Sathya Sai Institute of Higher Learning,-1,-1
2020,UC Santa Barbara,-1,-1
2020,Lunit Inc.,-1,-1
2020,Flatiron Institute,-1,-1
2020,Megvii Technology Inc.,-1,-1
2020,Kyoto University,154,65
2020,Xerox,-1,-1
2020,Kakao,-1,-1
2020,KU Leuven,118,45
2020,Delft University of Technology,-1,67
2020,Singapore Management University,92,-1
2020,Institute for Basic Science,-1,-1
2020,Shanghai Jiao Tong University,53,157
2020,University of Southern California,31,62
2020,Sivantos,-1,-1
2020,University of Southampton,172,122
2020,Facebook,-1,-1
2020,Bloomberg LP,-1,-1
2020,UiT The Arctic University of Norway,-1,419
2020,Indiana University,73,134
2020,Google,-1,-1
2020,Ctrl-labs,-1,-1
2020,Victorzhong,-1,-1
2020,Nanjing University of Aeronautics and Astronautics,67,1024
2020,"Volkswagen Group, ML Research Lab",-1,-1
2020,Hulu LLC.,-1,-1
2020,Rice University,84,105
2020,"Descartes Labs, Inc",-1,-1
2020,University of Lincoln,-1,617
2020,"University of California, Los Angeles",20,17
2020,Polytechnique Montreal,390,-1
2020,Criteo,-1,-1
2020,"Instituto de Telecomunicações, Portugal",-1,-1
2020,Instituto Superior Técnico,-1,-1
2020,"State University of New York, Buffalo",-1,-1
2020,National University of Singapore,16,25
2020,Xi'an Jiaotong University,-1,555
2020,"University of California, San Diego",11,31
2020,Queen Mary University London,-1,-1
2020,TU Dortmund,233,354
2020,"University of California, Davis",79,55
2020,Brown University,67,53
2020,Worcester Polytechnic Institute,172,628
2020,Wright State University,-1,-1
2020,University of Technology Sydney,108,193
2020,Tsinghua University,8,23
2020,University of Kassel,390,94
2020,Shandong University,154,658
2020,National Research Council Canada,-1,-1
2020,Wayve Technologies,-1,-1
2020,Xidian University,-1,919
2020,ETIS,-1,-1
2020,UQAM,-1,-1
2020,Univeristé Paris-Dauphine,-1,-1
2020,Swiss Federal Institute of Technology,-1,-1
2020,University of Pittsburgh,79,113
2020,Colorado School of Mines,172,343
2020,"Washington University, St. Louis",-1,-1
2020,Kount Inc,-1,-1
2020,Toshiba Research Europe Ltd.,-1,-1
2020,Istituto Italiano di Tecnologia,-1,-1
2020,AnotherBrain,-1,-1
2020,Shenshangtech,-1,-1
2020,126,-1,-1
2020,RealAI,-1,-1
2020,Saarland University,92,-1
2020,University of Nairobi,-1,871
2020,Microsoft Research,-1,-1
2020,Texas A&M,44,177
2020,Amanhussain,-1,-1
2020,Ryerson University,323,739
2020,Politecnico di Milano,128,-1
2020,Science for Life Laboratory,-1,-1
2020,Capital One Bank,-1,-1
2020,Virginia Commonwealth University,266,-1
2020,INRIA,-1,-1
2020,University of Sussex,233,146
2020,ENPC,-1,-1
2020,Moscow Institute of Physics and Technology,-1,234
2020,MakinaRocks,-1,-1
2020,Korea Advanced Institute of Science and Technology,-1,110
2020,LRI - Université Paris Sud,-1,-1
2020,Estsoft,-1,-1
2020,Alan Turing Institute,-1,-1
2020,Butterfly Network Inc,-1,-1
2020,Naver Labs Europe,-1,-1
2020,Dartmouth College,154,94
2020,Stevens Institute of Technology,154,605
2020,D-Wave Systems,-1,-1
2020,100tal,-1,-1
2020,IT University of Copenhagen,143,101
2020,Auburn University,390,651
2020,University of California - Irvine,35,96
2020,Hong Kong University of Science and Technology,-1,47
2020,Paris Diderot University,-1,-1
2020,Australian National University,108,50
2020,Djolonga,-1,-1
2020,University of British Columbia,35,34
2020,"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar",-1,-1
2020,TU Wien Vienna University of Technology,100,360
2020,Mines ParisTech,-1,-1
2020,Wageningen University and Research,-1,-1
2020,eBay,-1,-1
2020,University of Stuttgart,95,292
2020,Université Nice Côte d'Azur,-1,-1
2020,University of Florida,128,174
2020,University of California Berkeley,5,13
2020,University of Luebeck,266,-1
2020,Queens University,266,258
2020,LINE,-1,358
2020,Northwestern University,44,22
2020,German Aerospace Center (DLR),-1,-1
2020,University of Chinese Academy of Sciences,59,-1
2020,Aarhus University,108,115
2020,Two Sigma,-1,-1
2020,Weizmann Institute,108,-1
2020,"National Institute of Technology, Tiruchirappalli",-1,894
2020,University of Delaware,233,295
2020,Humboldt Universität Berlin,-1,-1
2020,Universität zu Lübeck,-1,-1
2020,The Hong Kong University of Science and Technology,-1,47
2020,"National Institute of Information and Communications Technology (NICT), National Institute of Advanced Industrial Science and Technology",-1,-1
2020,Petuum Inc.,-1,-1
2020,"The Institute of Statistical Mathematics, Japan",-1,-1
2020,Vrije Universiteit Brussel,-1,235
2020,Dalhousie University,323,269
2020,Lancaster University,233,140
2020,Indian Institute of Technology Kharagpur,-1,476
2020,"University of North Carolina, Chapel Hill",73,-1
2020,Beihang University,118,594
2020,Indian Institute of Science,-1,301
2020,The University of Tokyo,56,36
2020,InVivo AI,-1,-1
2020,McGill University,86,42
2020,Higher School of Economics,-1,-1
2020,Tcl,-1,15
2020,Lineagelogistics,-1,-1
2020,National Technical University of Athens,323,776
2020,University of Auckland,266,177
