year,paper,paper_links,paper_data
2017,GRAM: Graph-based Attention Model for Healthcare Representation Learning,"['https://www.semanticscholar.org/paper/GRAM%3A-Graph-based-Attention-Model-for-Healthcare-Choi-Bahadori/0cb9e3d02a4236ab003d07c81f65b1db8c865fb6', 'https://www.semanticscholar.org/paper/HEALTHCARE-REPRESENTATION-LEARNING-Choi-Bahadori/a68011700c0442edbc0b47c26ce65a7b3be911da']","[{'Citations': '185', 'Highly Influenced Papers': '20', 'Cite Background': '84', 'Cite Methods': '58', 'Cite Results': '4', 'Twitter Mentions': '49'}, {'Citations': '9', 'Highly Influenced Papers': '2', 'Cite Methods': '6', 'Cite Background': '5'}]"
2017,Improving Sampling from Generative Autoencoders with Markov Chains,['https://www.semanticscholar.org/paper/Improving-Sampling-from-Generative-Autoencoders-Arulkumaran-Creswell/51236676c3bba877d82c31b393db1af4846527ac'],"[{'Citations': '7', 'Cite Background': '4', 'Cite Methods': '2', 'Twitter Mentions': '42'}]"
2017,Towards Principled Methods for Training Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Towards-Principled-Methods-for-Training-Generative-Arjovsky-Bottou/9a700c7a7e7468e436f00c34551fbe3e0f70e42f'],"[{'Citations': '841', 'Highly Influenced Papers': '89', 'Cite Background': '504', 'Cite Methods': '138', 'Cite Results': '17', 'Twitter Mentions': '75'}]"
2017,Learning Disentangled Representations in Deep Generative Models,['https://www.semanticscholar.org/paper/Learning-Disentangled-Representations-in-Deep-Siddharth-Paige/c9082a1ec5d2b5abb2982d26aceddb3fe97b6121'],"[{'Citations': '14', 'Cite Background': '8', 'Cite Methods': '4'}]"
2017,Local minima in training of deep networks,"['https://www.semanticscholar.org/paper/Local-minima-in-training-of-deep-networks-Swirszcz-Czarnecki/649693b2437378699945d36e8203d79a93454273', 'https://www.semanticscholar.org/paper/OCAL-MINIMA-IN-TRAINING-OF-DEEP-NETWORKS-Swirszcz-Czarnecki/c1bdccb25584cb29f7de2bad11b05b30889a8534', 'https://www.semanticscholar.org/paper/Local-minima-in-training-of-neural-networks-Swirszcz-Czarnecki/49d6382f6695d3285a01d4b4aca695adc6217088']","[{'Citations': '25', 'Highly Influenced Papers': '1', 'Cite Background': '15', 'Cite Methods': '2', 'Cite Results': '1'}, {'Citations': '0'}, {'Citations': '35', 'Highly Influenced Papers': '3', 'Cite Background': '18', 'Cite Methods': '1', 'Cite Results': '1', 'Twitter Mentions': '32'}]"
2017,Compact Embedding of Binary-coded Inputs and Outputs using Bloom Filters,['https://www.semanticscholar.org/paper/Compact-Embedding-of-Binary-coded-Inputs-and-using-Serr%C3%A0-Karatzoglou/a5f7b7061f7485af544d9e92a6623b0830306782'],[{'Citations': '1'}]
2017,RenderGAN: Generating Realistic Labeled Data,['https://www.semanticscholar.org/paper/RenderGAN%3A-Generating-Realistic-Labeled-Data-Sixt-Wild/6a2c82a5d46822e1c9a6c05cb93d3fc7b927bed1'],"[{'Citations': '86', 'Highly Influenced Papers': '2', 'Cite Methods': '37', 'Cite Background': '32', 'Twitter Mentions': '10'}]"
2017,BIOACOUSTIC SEGMENTATION BY HIERARCHICAL DIRICHLET PROCESS HIDDEN MARKOV MODEL,['https://www.semanticscholar.org/paper/BIOACOUSTIC-SEGMENTATION-BY-HIERARCHICAL-DIRICHLET-Roger-Bartcus/c2e9a7c35abfb1275644f8555de264c967ac4422'],[{'Citations': '0'}]
2017,Tuning Recurrent Neural Networks with Reinforcement Learning,['https://www.semanticscholar.org/paper/Tuning-Recurrent-Neural-Networks-with-Reinforcement-Jaques-Gu/9b9ec89ce8daab58b0d114b5d880845d713b9241'],"[{'Citations': '41', 'Highly Influenced Papers': '3', 'Cite Methods': '16', 'Cite Background': '12', 'Cite Results': '1'}]"
2017,An Analysis of Feature Regularization for Low-shot Learning,['https://www.semanticscholar.org/paper/An-Analysis-of-Feature-Regularization-for-Low-shot-Chen-Zhao/a4341aac24500d2296efff11eb7d19485f437cbe'],"[{'Citations': '2', 'Cite Background': '2'}]"
2017,Gradients of Counterfactuals,['https://www.semanticscholar.org/paper/Gradients-of-Counterfactuals-Sundararajan-Taly/aa1101cd38bcfbf51b7811cebea70e42078df44b'],"[{'Citations': '28', 'Highly Influenced Papers': '5', 'Cite Background': '9', 'Cite Methods': '7', 'Twitter Mentions': '8'}]"
2017,Encoding and Decoding Representations with Sum- and Max-Product Networks,['https://www.semanticscholar.org/paper/Encoding-and-Decoding-Representations-with-Sum-and-Vergari-Peharz/4342b3a0633bd2278cfd60d910c91fd697f0761a'],[{'Citations': '0'}]
2017,Skip-graph: Learning graph embeddings with an encoder-decoder model,['https://www.semanticscholar.org/paper/Skip-graph%3A-Learning-graph-embeddings-with-an-model-Lee-Kong/055e0b9405a5750480099ae4db1a11b0940c1e9b'],"[{'Citations': '6', 'Cite Methods': '4', 'Cite Background': '3'}]"
2017,Information Dropout: learning optimal representations through noise,['https://www.semanticscholar.org/paper/Information-Dropout%3A-learning-optimal-through-noise-Achille-Soatto/67ebb736860ed2526dfccf107bf8c0fa773a1811'],"[{'Citations': '20', 'Highly Influenced Papers': '1', 'Cite Methods': '8', 'Cite Background': '5', 'Cite Results': '1'}]"
2017,Deep unsupervised learning through spatial contrasting,"['https://www.semanticscholar.org/paper/Deep-unsupervised-learning-through-spatial-Hoffer-Hubara/99e86caec3b53b2fb16126ca95bda49d06d37b24', 'https://www.semanticscholar.org/paper/Spatial-contrasting-for-deep-unsupervised-learning-Hoffer-Hubara/238f59b0df5683668164ddf1d38ac0e68701b126', 'https://www.semanticscholar.org/paper/EEP-UNSUPERVISED-LEARNING-THROUGH-SPATIAL-Hoffer/2ce9371cf222a0fa35b944ae5a27b4194d038036']","[{'Citations': '18', 'Cite Background': '8', 'Cite Methods': '8', 'Twitter Mentions': '7'}, {'Citations': '2', 'Cite Background': '1'}, {'Citations': '0'}]"
2017,Dynamic Partition Models,['https://www.semanticscholar.org/paper/Dynamic-Partition-Models-Goessling-Amit/1efc159a50ddaffd98b849a500766149971d3ff4'],"[{'Citations': '6', 'Twitter Mentions': '6'}]"
2017,End-to-End Answer Chunk Extraction and Ranking for Reading Comprehension,['https://www.semanticscholar.org/paper/End-to-End-Answer-Chunk-Extraction-and-Ranking-for-Yu-Zhang/0680f04750b1e257ffdd161e85382031dc73ea7f'],"[{'Citations': '48', 'Highly Influenced Papers': '6', 'Cite Background': '22', 'Cite Methods': '6', 'Cite Results': '1', 'Twitter Mentions': '4'}]"
2017,Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/%23Exploration%3A-A-Study-of-Count-Based-Exploration-Tang-Houthooft/0fcb2034e31a2bc2f12a2b1363d0d77baf445fdf'],"[{'Citations': '254', 'Highly Influenced Papers': '25', 'Cite Background': '125', 'Cite Methods': '88', 'Cite Results': '6'}]"
2017,Diverse Beam Search: Decoding Diverse Solutions from Neural Sequence Models,['https://www.semanticscholar.org/paper/Diverse-Beam-Search%3A-Decoding-Diverse-Solutions-Vijayakumar-Cogswell/e4dd95c4341ec7d14317a3d97022773a0822906c'],"[{'Citations': '142', 'Highly Influenced Papers': '16', 'Cite Background': '82', 'Cite Methods': '42', 'Cite Results': '6'}]"
2017,Extrapolation and learning equations,['https://www.semanticscholar.org/paper/Extrapolation-and-learning-equations-Martius-Lampert/cdc90e091e64b796f5069bda7bbfdc5a04bd6365'],"[{'Citations': '22', 'Highly Influenced Papers': '2', 'Cite Methods': '9', 'Cite Background': '7'}]"
2017,Learning Python Code Suggestion with a Sparse Pointer Network,['https://www.semanticscholar.org/paper/Learning-Python-Code-Suggestion-with-a-Sparse-Bhoopchand-Rockt%C3%A4schel/6cb40055bd871ee2178cea3d535c5c52d63ac3af'],"[{'Citations': '35', 'Highly Influenced Papers': '5', 'Cite Background': '16', 'Cite Methods': '16', 'Twitter Mentions': '58'}]"
2017,Evaluation of Defensive Methods for DNNs against Multiple Adversarial Evasion Models,['https://www.semanticscholar.org/paper/Evaluation-of-Defensive-Methods-for-DNNs-against-Chen-Li/329ee17715e8791ce0bb6bbf84fb03c84c7dd6c9'],"[{'Citations': '3', 'Cite Background': '3'}]"
2017,Representation Stability as a Regularizer for Improved Text Analytics Transfer Learning,"['https://www.semanticscholar.org/paper/Representation-Stability-as-a-Regularizer-for-Text-Riemer-Khabiri/c0c66a60755f81849ffbff2b8cf434697a99b50e', 'https://www.semanticscholar.org/paper/IMPROVED-TEXT-ANALYTICS-TRANSFER-LEARNING-Riemer-Khabiri/d0f4be6bc5642797c12c41a8c2109e0aee19350d']","[{'Citations': '12', 'Highly Influenced Papers': '1', 'Cite Background': '8', 'Cite Methods': '4', 'Twitter Mentions': '3'}, {'Citations': '0'}]"
2017,Exploring LOTS in Deep Neural Networks,['https://www.semanticscholar.org/paper/Exploring-LOTS-in-Deep-Neural-Networks-Rozsa-G%C3%BCnther/16371cf22f9de60dd1edd7178669e5ba69143686'],"[{'Citations': '2', 'Twitter Mentions': '2'}]"
2017,Development of JavaScript-based deep learning platform and application to distributed training,"['https://www.semanticscholar.org/paper/Development-of-JavaScript-based-deep-learning-and-Hidaka-Miura/aacfc0b5741d423a19255e6817afda7e26eedc17', 'https://www.semanticscholar.org/paper/OF-J-AVA-S-CRIPT-BASED-DEEP-LEARNING-PLATFORM-AND-Hidaka-Miura/7f0bff34c5a46a099dafd3c7847effcdafcf522a']","[{'Citations': '1', 'Cite Background': '1'}, {'Citations': '71', 'Twitter Mentions': '71'}]"
2017,Annealing Gaussian into ReLU: a New Sampling Strategy for Leaky-ReLU RBM,['https://www.semanticscholar.org/paper/Annealing-Gaussian-into-ReLU%3A-a-New-Sampling-for-Li-Ravanbakhsh/48aaf8a96256a86c796249cc8c91a1d2e9277753'],"[{'Citations': '2', 'Cite Background': '1', 'Twitter Mentions': '3'}]"
2017,Out-of-class novelty generation: an experimental foundation,['https://www.semanticscholar.org/paper/Out-of-Class-Novelty-Generation-%3A-An-Experimental-Cherti-K%C3%A9gl/035bd3a65ff611e84b8b5ace3f5541cac3cb932c'],"[{'Citations': '7', 'Highly Influenced Papers': '1', 'Cite Background': '3', 'Cite Results': '1'}]"
2017,End-to-End Learnable Histogram Filters,"['https://www.semanticscholar.org/paper/End-to-End-Learnable-Histogram-Filters-Jonschkowski-Brock/9c42e23f5abdc8ab80819f1db0b68e52acbda829', 'https://www.semanticscholar.org/paper/Towards-Combining-Robotic-Algorithms-and-Machine-%3A-Jonschkowski-Brock/5b5f36efbbbac61655495975546e4d4d88005607']","[{'Citations': '19', 'Highly Influenced Papers': '3', 'Cite Methods': '12', 'Cite Background': '10'}, {'Citations': '1'}]"
2017,Character-aware Attention Residual Network for Sentence Representation,['https://www.semanticscholar.org/paper/Character-aware-Attention-Residual-Network-for-Zheng-Wu/9b418a1bb62068a36d81ffa8b02196d6cfc9f44c'],[{'Citations': '0'}]
2017,ReasoNet: Learning to Stop Reading in Machine Comprehension,['https://www.semanticscholar.org/paper/ReasoNet%3A-Learning-to-Stop-Reading-in-Machine-Shen-Huang/c636a2dd242908fe2e598a1077c0c57bfdea8633'],"[{'Citations': '230', 'Highly Influenced Papers': '19', 'Cite Background': '104', 'Cite Methods': '68', 'Cite Results': '2'}]"
2017,Implicit ReasoNet: Modeling Large-Scale Structured Relationships with Shared Memory,['https://www.semanticscholar.org/paper/Implicit-ReasoNet%3A-Modeling-Large-Scale-Structured-Shen-Huang/b3f011139ef633e2de6e4d03bb4703fa21516c42'],"[{'Citations': '14', 'Highly Influenced Papers': '2', 'Cite Background': '4', 'Cite Methods': '3', 'Twitter Mentions': '24'}]"
2017,Efficient iterative policy optimization,['https://www.semanticscholar.org/paper/Efficient-iterative-policy-optimization-Roux/95f4e9285f39cf7adc6e8824b4da5711535fafed'],"[{'Citations': '4', 'Cite Methods': '4', 'Cite Background': '1', 'Twitter Mentions': '15'}]"
2017,A hybrid network: Scattering and Convnet,['https://www.semanticscholar.org/paper/A-hybrid-network%3A-Scattering-and-Convnet-Oyallon/9cd15e531bdc2fa5e289cc7d023e68a643efe665'],"[{'Citations': '5', 'Cite Background': '3', 'Cite Methods': '2', 'Cite Results': '1'}]"
2017,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition,['https://www.semanticscholar.org/paper/Cortical-Inspired-Open-Bigram-Representation-for-Bluche-Kermorvant/0664d83c664d584da96f1584c1f27230fec1ccbb'],"[{'Citations': '2', 'Cite Background': '2'}]"
2017,Learning Locomotion Skills Using DeepRL: Does the Choice of Action Space Matter?,"['https://www.semanticscholar.org/paper/Learning-locomotion-skills-using-DeepRL%3A-does-the-Peng-Panne/0ea3bf6d45d05fe28c7ae683e0f92a9923e0e2bb', 'https://www.semanticscholar.org/paper/LEARNING-LOCOMOTION-SKILLS-USING-DEEPRL%3A-DOES-Peng-Panne/e42e60158c3f5c9ab1136c18a8c0e26ac29e8bea']","[{'Citations': '43', 'Highly Influenced Papers': '1', 'Cite Background': '13', 'Cite Methods': '6', 'Twitter Mentions': '4'}, {'Citations': '4'}]"
2017,Learning to Discover Sparse Graphical Models,['https://www.semanticscholar.org/paper/Learning-to-Discover-Sparse-Graphical-Models-Belilovsky-Kastner/81492e40ba5b84919a16f71174e351f47d46a04b'],"[{'Citations': '10', 'Highly Influenced Papers': '2', 'Cite Background': '5', 'Cite Methods': '3', 'Twitter Mentions': '5'}]"
2017,Efficient Communications in Training Large Scale Neural Networks,['https://www.semanticscholar.org/paper/Efficient-Communications-in-Training-Large-Scale-Zhao-Wang/8b77a70009173d3240f5867903f8383bbf8e8798'],"[{'Citations': '12', 'Cite Background': '5', 'Cite Methods': '3', 'Twitter Mentions': '3'}]"
2017,Semantic Noise Modeling for Better Representation Learning,['https://www.semanticscholar.org/paper/Semantic-Noise-Modeling-for-Better-Representation-Kim-Hwang/8f13e2c1c9c9c87d3328197cc4d77ff8668c9028'],"[{'Citations': '2', 'Twitter Mentions': '2'}]"
2017,Attentive Recurrent Comparators,['https://www.semanticscholar.org/paper/Attentive-Recurrent-Comparators-Shyam-Gupta/a3cd82aeecb75ef339889174706d168c40187d7d'],"[{'Citations': '55', 'Highly Influenced Papers': '7', 'Cite Background': '28', 'Cite Methods': '12', 'Cite Results': '2', 'Twitter Mentions': '61'}]"
2017,Combating Deep Reinforcement Learning's Sisyphean Curse with Intrinsic Fear,"[""https://www.semanticscholar.org/paper/Combating-Deep-Reinforcement-Learning's-Sisyphean-Lipton-Gao/5e0f2f82b4a28d59f1aa8b8ffe497790de1cdf9d"", ""https://www.semanticscholar.org/paper/Combating-Reinforcement-Learning's-Sisyphean-Curse-Lipton-Gao/616cc6826066184a8c77c3f2562e4e891ce42911""]","[{'Citations': '29'}, {'Citations': '37', 'Highly Influenced Papers': '2', 'Cite Background': '25', 'Cite Methods': '3', 'Twitter Mentions': '57'}]"
2017,Shift Aggregate Extract Networks,['https://www.semanticscholar.org/paper/Shift-Aggregate-Extract-Networks-Orsini-Baracchi/66f4a82b9e3358f64a4e3df3a0af0b08c246a537'],"[{'Citations': '11', 'Highly Influenced Papers': '3', 'Cite Background': '5', 'Cite Methods': '4', 'Cite Results': '1', 'Twitter Mentions': '4'}]"
2017,Unsupervised Pretraining for Sequence to Sequence Learning,['https://www.semanticscholar.org/paper/Unsupervised-Pretraining-for-Sequence-to-Sequence-Ramachandran-Liu/85f94d8098322f8130512b4c6c4627548ce4a6cc'],"[{'Citations': '168', 'Highly Influenced Papers': '10', 'Cite Background': '69', 'Cite Methods': '65', 'Cite Results': '4', 'Twitter Mentions': '19'}]"
2017,Revisiting Batch Normalization For Practical Domain Adaptation,"['https://www.semanticscholar.org/paper/Revisiting-Batch-Normalization-For-Practical-Domain-Li-Wang/24da6180db314619060d7b8fc798390f0c7a139a', 'https://www.semanticscholar.org/paper/Adaptive-Batch-Normalization-for-practical-domain-Li-Wang/9f9c8cc77dafd3b1f2b615e97c9322f4346b5456']","[{'Citations': '139', 'Highly Influenced Papers': '25', 'Cite Background': '76', 'Cite Methods': '69', 'Cite Results': '4', 'Twitter Mentions': '13'}, {'Citations': '76', 'Highly Influenced Papers': '10', 'Cite Background': '23', 'Cite Methods': '22', 'Cite Results': '4'}]"
2017,A Neural Knowledge Language Model,['https://www.semanticscholar.org/paper/A-Neural-Knowledge-Language-Model-Ahn-Choi/0fa5142f908afc94c923ca2adbe14a5673bc76eb'],"[{'Citations': '80', 'Highly Influenced Papers': '8', 'Cite Background': '52', 'Cite Methods': '25', 'Cite Results': '1'}]"
2017,Dynamic Neural Turing Machine with Continuous and Discrete Addressing Schemes,['https://www.semanticscholar.org/paper/Dynamic-Neural-Turing-Machine-with-Continuous-and-G%C3%BCl%C3%A7ehre-Chandar/fe1077f6b79e14457db77d7477a477f40f87e7e6'],"[{'Citations': '18', 'Cite Background': '8', 'Cite Methods': '5', 'Twitter Mentions': '2'}]"
2017,Gated-Attention Readers for Text Comprehension,['https://www.semanticscholar.org/paper/Gated-Attention-Readers-for-Text-Comprehension-Dhingra-Liu/0f2ea810c16275dc74e880296e20dbd83b1bae1c'],"[{'Citations': '257', 'Highly Influenced Papers': '51', 'Cite Background': '141', 'Cite Methods': '114', 'Cite Results': '10'}]"
2017,Deep Character-Level Neural Machine Translation By Learning Morphology,['https://www.semanticscholar.org/paper/Deep-Character-Level-Neural-Machine-Translation-By-Zhao-Zhang/346242eac17e76c72b7d68b8b6830c5baae0af43'],"[{'Citations': '3', 'Cite Background': '1'}]"
2017,Automated Generation of Multilingual Clusters for the Evaluation of Distributed Representations,['https://www.semanticscholar.org/paper/Automated-Generation-of-Multilingual-Clusters-for-Blair-Merhav/ba14d02895ed8d93b3d44e5451be83f3c9e767fa'],"[{'Citations': '11', 'Cite Background': '3', 'Cite Methods': '2', 'Twitter Mentions': '10'}]"
2017,Adding Gradient Noise Improves Learning for Very Deep Networks,['https://www.semanticscholar.org/paper/Adding-Gradient-Noise-Improves-Learning-for-Very-Neelakantan-Vilnis/6f5a0fbb1473e95d0a14ef2081985d16bc063bfb'],"[{'Citations': '248', 'Highly Influenced Papers': '22', 'Cite Background': '124', 'Cite Methods': '58', 'Cite Results': '12', 'Twitter Mentions': '42'}]"
2017,Knowledge Adaptation: Teaching to Adapt,['https://www.semanticscholar.org/paper/Knowledge-Adaptation%3A-Teaching-to-Adapt-Ruder-Ghaffari/6e99c98a45fb09b5a777cfb7821b0df51acac665'],"[{'Citations': '15', 'Highly Influenced Papers': '2', 'Cite Methods': '7', 'Cite Background': '6', 'Cite Results': '1', 'Twitter Mentions': '15'}]"
2017,Neural Taylor Approximations: Convergence and Exploration in Rectifier Networks,['https://www.semanticscholar.org/paper/Neural-Taylor-Approximations%3A-Convergence-and-in-Balduzzi-McWilliams/1582b7fd30ec2e818527015a79a66627185122d8'],"[{'Citations': '16', 'Highly Influenced Papers': '3', 'Cite Background': '11', 'Cite Methods': '3', 'Twitter Mentions': '24'}]"
2017,On the Expressive Power of Deep Neural Networks,['https://www.semanticscholar.org/paper/On-the-Expressive-Power-of-Deep-Neural-Networks-Raghu-Poole/03e04983f7ce6a9c2b42948840b3312aea33f9f3'],"[{'Citations': '294', 'Highly Influenced Papers': '28', 'Cite Background': '180', 'Cite Methods': '32', 'Cite Results': '22', 'Twitter Mentions': '152'}]"
2017,The loss surface of residual networks: Ensembles and the role of batch normalization,['https://www.semanticscholar.org/paper/The-Loss-Surface-of-Residual-Networks%3A-Ensembles-of-Littwin-Wolf/d2e20557e5a551a0b73d8875e958fc114718c80a'],"[{'Citations': '9', 'Cite Background': '6'}]"
2017,Understanding trained CNNs by indexing neuron selectivity,['https://www.semanticscholar.org/paper/Understanding-trained-CNNs-by-indexing-neuron-Rafegas-Vanrell/965ee8eadd69275a7d76d64a574490dc01c85a6e'],"[{'Citations': '10', 'Highly Influenced Papers': '1', 'Cite Methods': '5', 'Cite Background': '4', 'Cite Results': '1', 'Twitter Mentions': '73'}]"
2017,Riemannian Optimization for Skip-Gram Negative Sampling,"['https://www.semanticscholar.org/paper/Riemannian-Optimization-for-Skip-Gram-Negative-Fonarev-Hrinchuk/cec57de57532144bca50c0b0665ea8781485827f', 'https://www.semanticscholar.org/paper/SKIP-GRAM-NEGATIVE-SAMPLING-Fonarev-Grinchuk/9997a2326c1a1d439febcb3d7f0edd139a7ae24a']","[{'Citations': '6', 'Cite Methods': '2', 'Cite Background': '1', 'Twitter Mentions': '2'}, {'Citations': '0'}]"
2017,Exploring the Application of Deep Learning for Supervised Learning Problems,['https://www.semanticscholar.org/paper/Exploring-the-Application-of-Deep-Learning-for-Rozanec-Katz/89cb22ad9e7a56509e5273da67dc741501ccb62a'],[{'Citations': '1'}]
2017,A Way out of the Odyssey: Analyzing and Combining Recent Insights for LSTMs,['https://www.semanticscholar.org/paper/A-Way-out-of-the-Odyssey%3A-Analyzing-and-Combining-Longpre-Pradhan/ae1c0ee5189a0b906ae26af638c22b66a0daf2d4'],"[{'Citations': '7', 'Highly Influenced Papers': '1', 'Cite Background': '3', 'Cite Methods': '1', 'Cite Results': '1', 'Twitter Mentions': '47'}]"
2017,LipNet: End-to-End Sentence-level Lipreading,['https://www.semanticscholar.org/paper/LipNet%3A-End-to-End-Sentence-level-Lipreading-Assael-Shillingford/291c0e453503a704c0fd932a067ca054cc7edad6'],"[{'Citations': '113', 'Highly Influenced Papers': '15', 'Cite Background': '44', 'Cite Methods': '32', 'Cite Results': '3', 'Twitter Mentions': '69'}]"
2017,Distributed Transfer Learning for Deep Convolutional Neural Networks by Basic Probability Assignment,['https://www.semanticscholar.org/paper/Distributed-Transfer-Learning-for-Deep-Neural-by-Shahriari/37975ee2d9c20dab8da6bb8d508b8a0250898535'],[{'Citations': '0'}]
2017,DeepRebirth: A General Approach for Accelerating Deep Neural Network Execution on Mobile Devices,['https://www.semanticscholar.org/paper/DeepRebirth%3A-A-General-Approach-for-Accelerating-on-Li-Wang/016b684901c8f27264e9602a64aef5f92a51be72'],"[{'Citations': '2', 'Cite Background': '1', 'Cite Methods': '1'}]"
2017,Modelling Relational Time Series using Gaussian Embeddings,['https://www.semanticscholar.org/paper/Modelling-Relational-Time-Series-using-Gaussian-Santos-Ziat/07bba481ad5abc8e93a372fddeaa37cd626fd064'],[{'Citations': '0'}]
2017,Higher Order Recurrent Neural Networks,['https://www.semanticscholar.org/paper/Higher-Order-Recurrent-Neural-Networks-Soltani-Jiang/ceffa9494aa7c23c242e6f2295e299a1c06e2314'],"[{'Citations': '33', 'Highly Influenced Papers': '9', 'Cite Methods': '14', 'Cite Background': '11', 'Cite Results': '3', 'Twitter Mentions': '43'}]"
2017,Multi-task learning with deep model based reinforcement learning,"['https://www.semanticscholar.org/paper/Multi-task-learning-with-deep-model-based-learning-Mujika/1a7b94526c7164f7665af191d2db9dcb01930ad1', 'https://www.semanticscholar.org/paper/M-ULTI-TASK-LEARNING-WITH-DEEP-MODEL-BASED-LEARNING-Mujika/2b528180605046e79ce2540134222d18f5a575f9']","[{'Citations': '8', 'Cite Background': '2', 'Cite Methods': '1', 'Twitter Mentions': '2'}, {'Citations': '0'}]"
2017,Bridging Nonlinearities and Stochastic Regularizers with Gaussian Error Linear Units,['https://www.semanticscholar.org/paper/Bridging-Nonlinearities-and-Stochastic-Regularizers-Hendrycks-Gimpel/4361e64f2d12d63476fdc88faf72a0f70d9a2ffb'],"[{'Citations': '146', 'Highly Influenced Papers': '14', 'Cite Methods': '42', 'Cite Background': '30', 'Twitter Mentions': '36'}]"
2017,Iterative Refinement for Machine Translation,['https://www.semanticscholar.org/paper/Iterative-Refinement-for-Machine-Translation-Novak-Auli/eace9788f095b975454d403d396d7bd57524096e'],"[{'Citations': '13', 'Highly Influenced Papers': '1', 'Cite Methods': '6', 'Cite Background': '5', 'Cite Results': '1', 'Twitter Mentions': '7'}]"
2017,Machine Solver for Physics Word Problems,['https://www.semanticscholar.org/paper/Machine-Solver-for-Physics-Word-Problems-Leszczynski-Moreira/0846a824f1763488c14bc2897c15cfd03f1239f0'],"[{'Citations': '2', 'Cite Background': '2'}]"
2017,b-GAN: Unified Framework of Generative Adversarial Networks,"['https://www.semanticscholar.org/paper/b-GAN%3A-Unified-Framework-of-Generative-Adversarial-Uehara-Sato/612279594247ee129b5f4810f44599784113fd19', 'https://www.semanticscholar.org/paper/b-GAN-%3A-New-Framework-of-Generative-Adversarial-Uehara-Sato/4f0536d774747713a806ee8e4644954230c78ed5']","[{'Citations': '3', 'Cite Background': '1'}, {'Citations': '0'}]"
2017,Structured Sequence Modeling with Graph Convolutional Recurrent Networks,['https://www.semanticscholar.org/paper/Structured-Sequence-Modeling-with-Graph-Recurrent-Seo-Defferrard/6b1793ece5993523855ce67c646de408318d1b12'],"[{'Citations': '90', 'Highly Influenced Papers': '9', 'Cite Background': '35', 'Cite Methods': '35', 'Twitter Mentions': '27'}]"
2017,Revisiting Denoising Auto-Encoders,['https://www.semanticscholar.org/paper/Revisiting-Denoising-Auto-Encoders-Giraldo/fec8a0a121a514763e5fc9aa25f6b77ba40f76f1'],"[{'Citations': '1', 'Cite Background': '1'}]"
2017,Revisiting Distributed Synchronous SGD,['https://www.semanticscholar.org/paper/Revisiting-Distributed-Synchronous-SGD-Chen-Monga/25fb5a6abcd88ee52bdb3165b844c941e90eb9bf'],"[{'Citations': '392', 'Highly Influenced Papers': '61', 'Cite Background': '211', 'Cite Methods': '123', 'Cite Results': '17', 'Twitter Mentions': '48'}]"
2017,Here's My Point: Argumentation Mining with Pointer Networks,"[""https://www.semanticscholar.org/paper/Here's-My-Point%3A-Argumentation-Mining-with-Pointer-Potash-Romanov/d43e29c6864b8beff28050384a4a4160074d36be"", ""https://www.semanticscholar.org/paper/Here's-My-Point%3A-Joint-Pointer-Architecture-for-Potash-Romanov/0cf565a68460e6ff590a406eb907b229d6bc8fc6""]","[{'Citations': '3', 'Cite Background': '3', 'Twitter Mentions': '8'}, {'Citations': '22', 'Highly Influenced Papers': '4', 'Cite Background': '13', 'Cite Methods': '11', 'Cite Results': '4'}]"
2017,DyVEDeep: Dynamic Variable Effort Deep Neural Networks,['https://www.semanticscholar.org/paper/DyVEDeep%3A-Dynamic-Variable-Effort-Deep-Neural-Ganapathy-Venkataramani/6fc7995d4293ad1652db21b80bcf45cdfaadcd12'],"[{'Citations': '3', 'Cite Background': '1', 'Cite Methods': '1', 'Twitter Mentions': '12'}]"
2017,Improved Architectures for Computer Go,['https://www.semanticscholar.org/paper/Improved-Architectures-for-Computer-Go-Cazenave/62d2c4af70bb7a38d5c636f8815de31c1fd96f77'],[{'Citations': '0'}]
2017,Deep Variational Canonical Correlation Analysis,['https://www.semanticscholar.org/paper/Deep-Variational-Canonical-Correlation-Analysis-Wang-Lee/fa3e6f9361d75b9ccbad9baeec1e9025c2b0f6db'],"[{'Citations': '65', 'Highly Influenced Papers': '13', 'Cite Methods': '34', 'Cite Background': '31', 'Twitter Mentions': '3'}]"
2017,Charged Point Normalization: An Efficient Solution to the Saddle Point Problem,['https://www.semanticscholar.org/paper/Charged-Point-Normalization%3A-An-Efficient-Solution-Aghajanyan/fd6f7040d43de6ba56d25beb8ea1305dfbc3e916'],"[{'Citations': '5', 'Twitter Mentions': '5'}]"
2017,Multi-label learning with semantic embeddings,['https://www.semanticscholar.org/paper/Multi-label-learning-with-semantic-embeddings-Jing-Cheng/925ed9a8b9e81649367e3dbf0fa798f98091d239'],[{'Citations': '0'}]
