year,title,citations,cite_background,cite_methods,cite_results,twitter_mentions,highly_influenced_papers
2018,A PAC-Bayesian Approach to Spectrally-Normalized Margin Bounds for Neural Networks,211,134,52,19,0,39
2018,N2N learning: Network to Network Compression via Policy Gradient Reinforcement Learning,69,39,29,2,45,9
2018,AmbientGAN: Generative models from lossy measurements,60,30,18,1,0,11
2018,Eigenoption Discovery through the Deep Successor Representation,44,19,18,3,72,9
2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,159,100,66,4,0,32
2018,Communication Algorithms via Deep Learning,88,43,32,2,6,9
2018,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,123,81,48,5,17,34
2018,Variational Message Passing with Structured Inference Networks,24,17,7,0,0,3
2018,On the insufficiency of existing momentum schemes for Stochastic Optimization,37,18,12,0,7,6
2018,CausalGAN: Learning Causal Implicit Generative Models with Adversarial Training,39,18,15,2,71,5
2018,Unsupervised Neural Machine Translation,340,223,139,11,283,67
2018,Understanding image motion with group representations ,2,2,1,0,0,0
2018,Deep Learning with Logged Bandit Feedback,46,29,15,2,0,6
2018,FearNet: Brain-Inspired Model for Incremental Learning,108,60,35,1,27,8
2018,On the Discrimination-Generalization Tradeoff in GANs,35,23,8,7,7,9
2018,Learning Latent Permutations with Gumbel-Sinkhorn Networks,58,28,29,1,12,14
2018,Towards Deep Learning Models Resistant to Adversarial Attacks,1933,1199,912,97,50,717
2018,Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking,96,38,50,0,0,18
2018,Predicting Floor-Level for 911 Calls with Neural Networks and Smartphone Sensor Data,4,2,1,0,29,0
2018,Training Confidence-calibrated Classifiers for Detecting Out-of-Distribution Samples,180,98,85,11,10,37
2018,Ask the Right Questions: Active Question Reformulation with Reinforcement Learning,83,47,26,0,29,7
2018,Towards Image Understanding from Deep Compression Without Decoding,34,18,9,0,95,0
2018,The Implicit Bias of Gradient Descent on Separable Data,230,141,36,20,170,40
2018,Distributed Prioritized Experience Replay,219,95,80,5,0,31
2018,Learning One-hidden-layer Neural Networks with Landscape Design,121,66,12,5,10,12
2018,Learning to cluster in order to transfer across domains and tasks,32,16,15,2,14,8
2018,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,48,25,17,0,9,6
2018,Generative networks as inverse problems with Scattering transforms,12,5,3,1,25,2
2018,Sparse Persistent RNNs: Squeezing Large Recurrent Networks On-Chip,10,4,1,1,8,1
2018,Robustness of Classifiers to Universal Perturbations: A Geometric Perspective,90,65,6,3,14,7
2018,Deep Learning as a Mixed Convex-Combinatorial Optimization Problem,12,8,5,0,269,4
2018,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments,141,85,39,5,0,13
2018,Unsupervised Cipher Cracking Using Discrete GANs,20,9,9,1,0,4
2018,Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play,115,75,26,3,0,4
2018,Mastering the Dungeon: Grounded Language Learning by Mechanical Turker Descent,11,7,1,0,0,0
2018,Gradient Estimators for Implicit Models,37,19,20,0,21,6
2018,Neural Map: Structured Memory for Deep Reinforcement Learning,114,70,37,2,0,4
2018,Memory-based Parameter Adaptation,37,16,13,1,19,6
2018,Model compression via distillation and quantization,155,78,56,3,4,22
2018,Learning Wasserstein Embeddings,24,14,6,0,124,3
2018,Loss-aware Weight Quantization of Deep Networks,47,27,18,0,4,4
2018,Kernel Implicit Variational Inference,27,17,9,0,30,3
2018,Adversarial Dropout Regularization,66,32,24,1,20,9
2018,Hierarchical Subtask Discovery with Non-Negative Matrix Factorization,2,1,0,0,6,0
2018,A Scalable Laplace Approximation for Neural Networks,62,26,35,1,0,9
2018,TreeQN and ATreeC: Differentiable Tree-Structured Models for Deep Reinforcement Learning,57,30,18,3,372,6
2018,Training wide residual networks for deployment using a single bit for each weight,36,13,13,1,15,1
2018,Can Neural Networks Understand Logical Entailment?,59,28,18,4,93,8
2018,Learning Sparse Neural Networks through L_0 Regularization,257,110,133,7,143,51
2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,41,25,7,1,0,1
2018,Learning From Noisy Singly-labeled Data,50,26,16,2,66,7
2018,SEARNN: Training RNNs with global-local losses,25,18,14,1,59,2
2018,"Progressive Growing of GANs for Improved Quality, Stability, and Variation",1769,919,617,38,122,337
2018,Graph Attention Networks,1294,554,520,32,33,362
2018,i-RevNet: Deep Invertible Networks,105,62,32,2,103,8
2018,On the regularization of Wasserstein GANs,74,40,29,3,21,12
2018,Initialization matters: Orthogonal Predictive State Recurrent Neural Networks,10,4,6,1,0,1
2018,Adaptive Quantization of Neural Networks,18,9,4,0,0,1
2018,Large Scale Optimal Transport and Mapping Estimation,60,33,23,5,7,12
2018,Generalizing Across Domains via Cross-Gradient Training,61,32,27,1,6,15
2018,Action-dependent Control Variates for Policy Optimization via Stein Identity,57,30,18,2,4,5
2018,Bi-Directional Block Self-Attention for Fast and Memory-Efficient Sequence Modeling,76,40,29,2,15,6
2018,Generalizing Hamiltonian Monte Carlo with Neural Networks,39,15,20,1,548,5
2018,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs,69,36,34,1,110,13
2018,Temporally Efficient Deep Learning with Spikes,14,4,7,0,25,0
2018,Learning Deep Mean Field Games for Modeling Large Population Behavior,25,15,6,0,4,0
2018,Defense-GAN: Protecting Classifiers Against Adversarial Attacks Using Generative Models,393,236,99,11,8,52
2018,Learning from Between-class Examples for Deep Sound Recognition,55,24,22,2,11,10
2018,META LEARNING SHARED HIERARCHIES,139,61,40,2,0,20
2018,Stochastic Variational Video Prediction,170,95,77,6,8,30
2018,An efficient framework for learning sentence representations,141,68,47,4,0,15
2018,Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach,98,52,30,2,0,13
2018,Thermometer Encoding: One Hot Way To Resist Adversarial Examples,221,114,52,3,0,22
2018,Simulated+Unsupervised Learning With Adaptive Data Generation and Bidirectional Mappings,6,4,3,0,0,0
2018,Interpretable Counting for Visual Question Answering,28,16,10,0,16,4
2018,Hierarchical Representations for Efficient Architecture Search,338,138,138,11,351,42
2018,Multi-Scale Dense Networks for Resource Efficient Image Classification,141,64,44,3,0,20
2018,Sobolev GAN,26,7,6,0,5,3
2018,Compositional Attention Networks for Machine Reasoning,178,82,68,10,185,36
2018,DCN+: Mixed Objective And Deep Residual Coattention for Question Answering,61,34,27,3,63,10
2018,Empirical Risk Landscape Analysis for Understanding Deep Neural Networks,5,2,0,0,0,0
2018,Monotonic Chunkwise Attention,72,44,30,2,78,9
2018,Compressing Word Embeddings via Deep Compositional Code Learning,55,30,25,2,69,15
2018,A Framework for the Quantitative Evaluation of Disentangled Representations,81,43,31,6,0,21
2018,Adaptive Dropout with Rademacher Complexity Regularization,11,4,3,1,0,1
2018,An Online Learning Approach to Generative Adversarial Networks,53,27,13,2,37,7
2018,Learning Robust Rewards with Adverserial Inverse Reinforcement Learning,157,96,62,2,10,36
2018,Variational Network Quantization,34,17,15,0,0,6
2018,Identifying Analogies Across Domains,10,2,1,0,0,0
2018,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect,82,41,38,5,4,19
2018,Unbiased Online Recurrent Optimization,36,13,15,0,34,9
2018,Can recurrent neural networks warp time?,45,16,14,1,11,3
2018,Twin Networks: Matching the Future for Sequence Generation,31,15,16,0,0,5
2018,Semantically Decomposing the Latent Spaces of Generative Adversarial Networks,64,36,17,0,123,6
2018,Diffusion Convolutional Recurrent Neural Network: Data-Driven Traffic Forecasting,318,177,129,7,54,59
2018,PixelNN: Example-based Image Synthesis,28,17,7,2,0,1
2018,Rethinking the Smaller-Norm-Less-Informative Assumption in Channel Pruning of Convolution Layers,107,51,48,6,0,17
2018,A Deep Reinforced Model for Abstractive Summarization,578,330,283,28,0,116
2018,The Role of Minimal Complexity Functions in Unsupervised Learning of Semantic Mappings,17,9,6,0,5,1
2018,Emergent Translation in Multi-Agent Communication,32,23,8,0,40,1
2018,Few-shot Autoregressive Density Estimation: Towards Learning to Learn Distributions,39,17,15,1,76,0
2018,Kronecker-factored Curvature Approximations for Recurrent Neural Networks,24,6,4,0,0,1
2018,DORA The Explorer: Directed Outreaching Reinforcement Action-Selection,24,12,11,0,15,7
2018,The Reactor: A fast and sample-efficient Actor-Critic agent for  Reinforcement Learning,37,17,12,2,0,2
2018,Gaussian Process Behaviour in Wide Deep Neural Networks,129,79,23,9,62,18
2018,On the Expressive Power of Overlapping Architectures of Deep Learning,9,6,1,2,0,1
2018,An image representation based convolutional network for DNA classification,8,2,1,0,0,1
2018,Deep Learning and Quantum Entanglement: Fundamental Connections with Implications to Network Design,50,26,12,0,179,4
2018,Critical Percolation as a Framework to Analyze the Training of Deep Networks,1,0,0,0,3,0
2018,Parallelizing Linear Recurrent Neural Nets Over Sequence Length,10,7,2,0,18,1
2018,Guide Actor-Critic for Continuous Control,6,3,2,1,7,2
2018,Multi-Task Learning for Document Ranking and Query Suggestion,12,8,6,1,0,1
2018,Hyperparameter optimization: a spectral approach,40,19,19,1,110,6
2018,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,104,52,48,1,36,14
2018,Divide and Conquer Networks,5,2,1,0,0,0
2018,When is a Convolutional Filter Easy to Learn?,89,48,19,6,41,10
2018,SpectralNet: Spectral Clustering using Deep Neural Networks,74,44,30,2,30,14
2018,Boundary Seeking GANs,5,4,4,1,0,3
2018,Natural Language Inference over Interaction Space,125,47,47,5,33,28
2018,Enhancing The Reliability of Out-of-distribution Image Detection in Neural Networks,240,117,126,15,0,62
2018,Deep Autoencoding Gaussian Mixture Model for Unsupervised Anomaly Detection,173,64,83,4,0,40
2018,Smooth Loss Functions for Deep Top-k Classification,29,13,11,0,3,4
2018,Active Learning for Convolutional Neural Networks: A Core-Set Approach,194,115,81,13,24,42
2018,Debiasing Evidence Approximations: On Importance-weighted Autoencoders and Jackknife Variational Inference,20,10,11,1,0,5
2018,Unsupervised Machine Translation Using Monolingual Corpora Only,441,265,183,18,662,79
2018,Word translation without parallel data,583,299,318,40,203,180
2018,Wavelet Pooling for Convolutional Neural Networks,31,12,19,1,0,7
2018,WRPN: Wide Reduced-Precision Networks,120,61,41,7,9,21
2018,Skip Connections Eliminate Singularities,63,41,7,3,5,4
2018,Many Paths to Equilibrium: GANs Do Not Need to Decrease a Divergence At Every Step,102,59,29,5,0,16
2018,YellowFin and the Art of Momentum Tuning,63,21,22,1,52,5
2018,HexaConv,10,3,2,0,6,2
2018,Few-Shot Learning with Graph Neural Networks,256,117,76,6,29,31
2018,Proximal Backpropagation,16,7,9,0,5,2
2018,Wasserstein Auto-Encoders,290,110,117,5,0,63
2018,The High-Dimensional Geometry of Binary Neural Networks,36,22,4,1,7,2
2018,Critical Points of Linear Neural Networks: Analytical Forms and Landscape Properties,56,36,3,7,4,6
2018,Overcoming Catastrophic Interference using Conceptor-Aided Backpropagation,43,18,13,1,6,5
2018,Self-ensembling for visual domain adaptation,151,76,79,7,7,34
2018,Synthesizing realistic neural population activity patterns using Generative Adversarial Networks,10,0,3,0,4,0
2018,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation,46,22,15,0,3,7
2018,Activation Maximization Generative Adversarial Nets,21,13,3,0,42,1
2018,Efficient Sparse-Winograd Convolutional Neural Networks,50,20,22,3,15,7
2018,Neural Language Modeling by Jointly Learning Syntax and Lexicon,54,32,22,6,9,19
2018,Imitation Learning from Visual Data with Multiple Intentions,3,2,0,0,0,0
2018,Neumann Optimizer: A Practical Optimization Algorithm for Deep Neural Networks,6,1,0,0,59,0
2018,TD or not TD: Analyzing the Role of Temporal Differencing in Deep Reinforcement Learning,9,5,2,0,3,0
2018,All-but-the-Top: Simple and Effective Postprocessing for Word Representations,69,26,28,2,137,10
2018,Spectral Normalization for Generative Adversarial Networks,1167,470,615,38,0,240
2018,Decision-Based Adversarial Attacks: Reliable Attacks Against Black-Box Machine Learning Models,316,188,103,5,114,64
2018,Relational Neural Expectation Maximization: Unsupervised Discovery of Objects and their Interactions,99,54,23,4,15,8
2018,cGANs with Projection Discriminator,248,126,124,10,9,57
2018,Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models,57,27,21,1,350,2
2018,Learning Intrinsic Sparse Structures within Long Short-Term Memory,64,38,38,2,41,14
2018,Coupled Ensembles of Neural Networks,14,6,4,1,24,3
2018,Exploring Sentence Vectors Through Automatic Summarization,4,1,0,0,11,0
2018,Super-Convergence: Very Fast Training of Residual Networks Using Large Learning Rates,105,36,30,3,342,9
2018,DOUBLY STOCHASTIC ADVERSARIAL AUTOENCODER,1,0,1,0,12,0
2018,Incremental Learning through Deep Adaptation,48,25,26,1,21,13
2018,Spontaneous Symmetry Breaking in Deep Neural Networks,1,1,0,0,13,0
2018,Distributed non-parametric deep and wide networks,4,2,1,0,6,1
2018,Ensemble Methods as a Defense to Adversarial Perturbations Against Deep Neural Networks,47,25,15,1,22,3
2018,Learning Less-Overlapping Representations,2,2,0,0,6,1
2018,Reward Design in Cooperative Multi-agent Reinforcement Learning for Packet Routing,2,0,1,0,0,0
2018,Iterative temporal differencing with fixed random feedback alignment support spike-time dependent plasticity in vanilla backpropagation for deep learning,0,0,0,0,0,0
2018,Reinforcement Learning via Replica Stacking of Quantum Measurements for the Training of Quantum Boltzmann Machines,0,0,0,0,0,0
2018,Pixel Deconvolutional Networks,24,7,9,1,61,2
2018,Building effective deep neural networks one feature at a time,1,1,0,0,21,0
2018,Adversary A3C for Robust Reinforcement Learning,4,2,0,0,0,0
2018,Deep Function Machines: Generalized Neural Networks for Topological Layer Expression,6,2,0,0,21,0
2018,Enhance Word Representation for Out-of-Vocabulary on Ubuntu Dialogue Corpus,18,2,7,1,0,5
2018,On Optimality Conditions for Auto-Encoder Signal Recovery,0,0,0,0,0,0
2018,Multi-label Learning for Large Text Corpora using Latent Variable Model with Provable Gurantees,0,0,0,0,0,0
2018,Egocentric Spatial Memory Network,2,2,0,0,3,0
2018,Entropy-SGD optimizes the prior of a PAC-Bayes bound: Data-dependent PAC-Bayes priors via differential privacy,33,12,9,0,16,4
2018,Decoupling the Layers in Residual Networks,0,0,0,0,0,0
2018,ENRICHMENT OF FEATURES FOR CLASSIFICATION USING AN OPTIMIZED LINEAR/NON-LINEAR COMBINATION OF INPUT FEATURES,0,0,0,0,0,0
2018,Thinking like a machine — generating visual rationales through latent space optimization,0,0,0,0,0,0
2018,AANN: Absolute Artificial Neural Network,0,0,0,0,0,0
2018,Dependent Bidirectional RNN with Extended-long Short-term Memory,0,0,0,0,0,0
2018,Make SVM great again with Siamese kernel for  few-shot learning,1,1,0,0,0,1
2018,Some Considerations on Learning to Explore via Meta-Reinforcement Learning,45,27,16,3,6,8
2018,Learning non-linear transform with discriminative and minimum information loss priors,4,3,0,0,0,0
2018,Continuous Convolutional Neural Networks for Image Classification,0,0,0,0,0,0
2018,Learning Representations and Generative Models for 3D Point Clouds,242,121,101,13,187,53
2018,Siamese Survival Analysis with Competing Risks,1,0,1,0,8,0
2018,Training and Inference with Integers in Deep Neural Networks,145,70,53,6,12,13
2018,Associative Conversation Model: Generating Visual Information from Textual Information,0,0,0,0,0,0
2018,The Principle of Logit Separation,3,0,3,0,0,0
2018,Improving image generative models with human interactions,2,0,0,0,2,0
2018,Large Batch Training of Convolutional Networks with Layer-wise Adaptive Rate Scaling,115,35,37,3,0,19
2018,ResBinNet: Residual Binary Neural Network,35,15,19,2,16,9
2018,Exponentially vanishing sub-optimal local minima in multilayer neural networks,66,38,2,2,0,2
2018,A New Method of Region Embedding for Text Classification,26,7,12,1,0,7
2018,Predicting Auction Price of Vehicle License Plate with Deep Recurrent Neural Network,2,1,1,1,14,0
2018,Machine Learning by Two-Dimensional Hierarchical Tensor Networks: A Quantum Information Theoretic Perspective on Deep Architectures,23,10,6,1,0,3
2018,Learning to play slot cars and Atari 2600 games in just minutes,0,0,0,0,0,0
2018,Learning how to explain neural networks: PatternNet and PatternAttribution,145,61,65,0,108,14
2018,Memory Augmented Control Networks,45,25,11,1,24,2
2018,Trace norm regularization and faster inference for embedded speech recognition RNNs,5,0,3,0,13,1
2018,Exploring the Hidden Dimension in Accelerating Convolutional Neural Networks,6,1,0,0,0,0
2018,Boosting Dilated Convolutional Networks with Mixed Tensor Decompositions,16,12,3,1,18,1
2018,Model Distillation with Knowledge Transfer from Face Classification to Alignment and Verification,12,7,2,0,3,2
2018,Distribution Regression Network,3,0,1,0,0,1
2018,Graph Classification with 2D Convolutional Neural Networks,18,6,6,1,0,1
2018,Unsupervised Deep Structure Learning by Recursive Dependency Analysis,0,0,0,0,0,0
2018,Dynamic Integration of Background Knowledge in Neural NLU Systems,33,20,11,2,97,4
2018,Post-training for Deep Learning,0,0,0,0,0,0
2018,Image Segmentation by Iterative Inference from Conditional Score Estimation,7,4,3,0,4,0
2018,Towards Safe Deep Learning: Unsupervised Defense Against Generic Adversarial Attacks,7,1,4,0,0,0
2018,GeoSeq2Seq: Information Geometric Sequence-to-Sequence Networks,1,0,0,0,18,0
2018,Hybed: Hyperbolic Neural Graph Embedding,74,42,21,1,43,8
2018,Image Quality Assessment Techniques Improve Training and Evaluation of Energy-Based Generative Adversarial Networks,0,0,0,0,0,0
2018,Regularizing and Optimizing LSTM Language Models,494,172,278,18,214,124
2018,Dynamic Evaluation of Neural Sequence Models,60,21,39,2,0,14
2018,Taking Apart Autoencoders: How do They Encode Geometric Shapes ?,0,0,0,0,0,0
2018,Diffusing Policies : Towards Wasserstein Policy Gradient Flows,0,0,0,0,0,0
2018,"To Prune, or Not to Prune: Exploring the Efficacy of Pruning for Model Compression",184,83,74,5,52,28
2018,Training Deep AutoEncoders for Recommender Systems,31,14,13,0,32,4
2018,Neural Networks with Block Diagonal Inner Product Layers,1,1,0,0,0,0
2018,Balanced and Deterministic Weight-sharing Helps Network Performance,0,0,0,0,0,0
2018,Learning Discrete Weights Using the Local Reparameterization Trick,35,17,17,1,40,5
2018,End-to-End Abnormality Detection in Medical Imaging,6,1,1,0,0,0
2018,Understanding Deep Learning Generalization by Maximum Entropy,6,3,1,0,30,0
2018,Compact Encoding of Words for Efficient Character-level Convolutional Neural Networks Text Classification,3,0,0,0,0,0
2018,Rotational Unit of Memory ,3,2,1,0,0,1
2018,Style Memory: Making a Classifier Network Generative,3,1,0,0,6,0
2018,CrescendoNet: A Simple Deep Convolutional Neural Network with Ensemble Behavior,2,0,0,0,23,0
2018,Anytime Neural Network: a Versatile Trade-off Between Computation and Accuracy,5,2,2,0,0,1
2018,Adversarial Policy Gradient for Alternating Markov Games,5,3,3,1,0,3
2018,THE EFFECTIVENESS OF A TWO-LAYER NEURAL NETWORK FOR RECOMMENDATIONS,0,0,0,0,0,0
2018,Normalized Direction-preserving Adam,18,5,10,0,12,1
2018,Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior,28,15,5,3,36,2
2018,Learning Non-Metric Visual Similarity for Image Retrieval,12,4,6,1,4,2
2018,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks,91,33,34,2,37,11
2018,Iterative Deep Compression : Compressing Deep Networks for Classification and Semantic Segmentation,0,0,0,0,0,0
2018,Do Deep Reinforcement Learning Algorithms really Learn to Navigate?,2,1,0,0,0,0
2018,Adversarial Learning for Semi-Supervised Semantic Segmentation,85,44,46,5,15,24
2018,Towards Interpretable Chit-chat: Open Domain Dialogue Generation with Dialogue Acts,2,1,0,0,0,0
2018,PDE-Net: Learning PDEs from Data,163,84,53,1,35,17
2018,Unleashing the Potential of CNNs for Interpretable Few-Shot Learning,3,1,0,0,0,0
2018,Clipping Free Attacks Against Neural Networks,1,0,0,0,5,0
2018,Noisy Networks For Exploration,288,145,104,2,503,39
2018,The Set Autoencoder: Unsupervised Representation Learning for Sets,2,2,1,0,0,1
2018,Learning to Count Objects in Natural Images for Visual Question Answering,80,37,25,2,13,16
2018,Sensor Transformation Attention Networks,1,0,0,0,2,0
2018,CAYLEYNETS: SPECTRAL GRAPH CNNS WITH COMPLEX RATIONAL FILTERS,150,60,57,1,13,10
2018,Convolutional Normalizing Flows,4,0,1,0,2,0
2018,Baseline-corrected space-by-time non-negative matrix factorization for decoding single trial population spike trains,0,0,0,0,0,0
2018,DNA-GAN: Learning Disentangled Representations from Multi-Attribute Images,32,18,7,0,9,1
2018,Avoiding Catastrophic States with Intrinsic Fear,0,0,0,0,0,0
2018,DDRprog: A CLEVR Differentiable Dynamic Reasoning Programmer,22,6,5,3,5,1
2018,Espresso: Efficient Forward Propagation for Binary Deep Neural Networks,14,9,5,1,24,2
2018,LatentPoison -- Adversarial Attacks On The Latent Space,6,5,0,0,7,1
2018,PACT: Parameterized Clipping Activation for Quantized Neural Networks,133,56,77,8,0,36
2018,Understanding Grounded Language Learning Agents,17,10,5,0,20,0
2018,APPLICATION OF DEEP CONVOLUTIONAL NEURAL NETWORK TO PREVENT ATM FRAUD BY FACIAL DISGUISE IDENTIFICATION,1,0,0,0,0,0
2018,Discrete Sequential Prediction of Continuous Actions for Deep RL,37,15,16,1,65,4
2018,An Ensemble of Retrieval-Based and Generation-Based Human-Computer Conversation Systems.,36,13,9,1,0,3
2018,Multi-Advisor Reinforcement Learning,10,5,1,0,44,0
2018,Progressive Reinforcement Learning with Distillation for Multi-Skilled Motion Control,29,14,4,1,5,1
2018,UNSUPERVISED METRIC LEARNING VIA NONLINEAR FEATURE SPACE TRANSFORMATIONS,0,0,0,0,0,0
2018,Learning Deep Generative Models With Discrete Latent Variables,2,0,0,0,0,0
2018,Novelty Detection with GAN,29,12,9,0,3,2
2018,A Self-Organizing Memory Network,6,3,0,0,0,0
2018,The Cramer Distance as a Solution to Biased Wasserstein Gradients,140,69,61,4,325,20
2018,DEEP DENSITY NETWORKS AND UNCERTAINTY IN RECOMMENDER SYSTEMS,4,2,1,0,11,0
2018,PrivyNet: A Flexible Framework for Privacy-Preserving Deep Neural Network Training,25,18,6,0,17,6
2018,Simple Fast Convolutional Feature Learning,1,0,1,0,0,0
2018,Enhancing Batch Normalized Convolutional Networks using Displaced Rectifier Linear Units: A Systematic Comparative Study,5,2,0,0,0,0
2018,ANALYSIS ON GRADIENT PROPAGATION IN BATCH NORMALIZED RESIDUAL NETWORKS,0,0,0,0,0,0
2018,Deterministic Policy Imitation Gradient Algorithm,1,1,0,0,0,0
2018,Data augmentation instead of explicit regularization,31,8,9,2,6,0
2018,Neural Clustering By Predicting And Copying Noise,0,0,0,0,0,0
2018,Generative Adversarial Networks using Adaptive Convolution,1,0,1,0,21,0
2018,Deep Rewiring: Training very sparse deep networks,48,20,12,1,28,2
2018,Network Iterative Learning for Dynamic Deep Neural Networks via Morphism,0,0,0,0,0,0
2018,Generalized Graph Embedding Models,0,0,0,0,0,0
2018,Discriminative k-shot learning using probabilistic models,39,9,16,1,8,4
2018,Link Weight Prediction with Node Embeddings,0,0,0,0,0,0
2018,Learning Independent Causal Mechanisms,31,20,2,1,9,2
2018,DNN Feature Map Compression using Learned Representation over GF(2),5,2,5,1,9,2
2018,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,129,64,23,4,187,13
2018,Mixed Precision Training,290,122,156,8,44,27
2018,Multiscale Hidden Markov Models For Covariance Prediction,2,2,1,0,0,0
2018,Latent Topic Conversational Models,1,0,0,0,0,0
2018,Recurrent Auto-Encoder Model for Multidimensional Time Series Representation,4,1,1,0,11,0
2018,Sparse-Complementary Convolution for Efficient Model Utilization on CNNs,3,3,0,0,0,0
2018,Achieving morphological agreement with Concorde,0,0,0,0,0,0
2018,Discrete-Valued Neural Networks Using Variational Inference,2,1,1,0,0,0
2018,Improving Deep Learning by Inverse Square Root Linear Units (ISRLUs),10,4,1,0,5,1
2018,Feat2Vec:  Dense Vector Representation for Data with Arbitrary Features,0,0,0,0,0,0
2018,Jointly Learning Sentence Embeddings and Syntax with Unsupervised Tree-LSTMs,43,27,12,0,6,6
2018,COLD FUSION: TRAINING SEQ2SEQ MODELS TOGETHER WITH LANGUAGE MODELS,85,38,37,1,7,8
2018,Long Short-Term Memory as a Dynamically Computed Element-wise Weighted Sum,16,5,6,1,79,3
2018,AUTOMATED DESIGN USING NEURAL NETWORKS AND GRADIENT DESCENT,3,0,1,0,6,0
2018,Tensor Contraction & Regression Networks,38,22,18,0,30,5
2018,Fixing Weight Decay Regularization in Adam,172,31,101,5,0,25
2018,Exploring the Space of Black-box Attacks on Deep Neural Networks,52,25,12,0,9,6
2018,Code Synthesis with Priority Queue Training,30,10,16,0,0,5
2018,Implicit Causal Models for Genome-wide Association Studies,23,11,4,0,158,1
2018,Learning what to learn in a neural program,0,0,0,0,0,0
2018,Generative Models for Alignment and Data Efficiency in Language,0,0,0,0,0,0
2018,Maintaining cooperation in complex social dilemmas using deep reinforcement learning,59,37,14,3,99,5
2018,TRAINING GENERATIVE ADVERSARIAL NETWORKS VIA PRIMAL-DUAL SUBGRADIENT METHODS: A LAGRANGIAN PERSPECTIVE ON GAN,7,3,3,0,6,1
2018,Stochastic Training of Graph Convolutional Networks,86,43,42,1,6,19
2018,Transformation Autoregressive Networks,25,6,8,0,5,4
2018,SQLNet: Generating Structured Queries From Natural Language Without Reinforcement Learning,120,58,49,8,10,38
2018,Nearest Neighbour Radial Basis Function Solvers for Deep Neural Networks,5,2,3,1,9,1
2018,Deep Learning Inferences with Hybrid Homomorphic Encryption,2,0,0,0,0,1
2018,Adversarial reading networks for machine comprehension,0,0,0,0,0,0
2018,Log-DenseNet: How to Sparsify a DenseNet,14,8,4,0,14,3
2018,Contextual memory bandit for pro-active dialog engagement,1,0,0,0,0,0
2018,Sequence Transfer Learning for Neural Decoding,6,0,4,0,6,0
2018,Unbiased scalable softmax optimization,7,3,3,0,7,0
2018,BLOCK-DIAGONAL HESSIAN-FREE OPTIMIZATION FOR TRAINING NEURAL NETWORKS,6,2,3,0,12,0
2018,Polar Transformer Networks,57,29,18,1,40,4
2018,Softmax Q-Distribution Estimation for Structured Prediction: A Theoretical Interpretation for RAML,13,6,5,0,8,1
2018,Learning to Optimize Neural Nets,43,23,8,0,106,0
2018,Character Level Based Detection of DGA Domain Names,34,14,12,5,0,2
2018,Data Augmentation by Pairing Samples for Images Classification,94,33,43,3,80,8
2018,Weighted Transformer Network for Machine Translation,63,21,14,0,35,5
2018,Principled Hybrids of Generative and Discriminative Domain Adaptation,2,1,0,0,11,0
2018,Integrating Episodic Memory into a Reinforcement Learning Agent Using Reservoir Sampling,3,1,1,0,13,1
2018,Relational Multi-Instance Learning for Concept Annotation from Medical Time Series,0,0,0,0,0,0
2018,VOCABULARY-INFORMED VISUAL FEATURE AUGMENTATION FOR ONE-SHOT LEARNING,0,0,0,0,0,0
2018,Understanding Local Minima in Neural Networks by Loss Surface Decomposition,0,0,0,0,0,0
2018,Viterbi-based Pruning for Sparse Matrix with Fixed and High Index Compression Ratio,11,9,8,0,0,4
2018,Toward learning better metrics for sequence generation training with policy gradient,2,0,0,0,0,0
2018,Classifier-to-Generator Attack: Estimation of Training Data Distribution from Classifier,1,1,0,0,0,0
2018,Large scale distributed neural network training through online distillation,100,50,40,0,166,13
2018,Better Generalization by Efficient Trust Region Method,0,0,0,0,0,0
2018,Enhancing the Transferability of Adversarial Examples with Noise Reduced Gradient,4,1,0,1,0,1
2018,Discovering Order in Unordered Datasets: Generative Markov Networks,1,1,1,0,6,0
2018,Kronecker Recurrent Units,22,10,0,0,36,0
2018,Characterizing Sparse Connectivity Patterns in Neural Networks,8,6,0,0,7,0
2018,Multi-level Residual Networks from Dynamical Systems View,68,44,16,2,0,7
2018,Pointing Out SQL Queries From Text,20,10,10,0,0,3
2018,Learning Graph Convolution Filters from Data Manifold,3,0,2,0,13,0
2018,Interpreting Deep Classification Models With Bayesian Inference,0,0,0,0,0,0
